MemberID,PlayDate,Course,HolesPlayed,Score,TeeTime
363,30/04/2024,East Course,9,97,Afternoon
363,05/07/2023,West Course,9,99,Morning
363,23/03/2023,East Course,18,86,Afternoon
363,15/03/2023,East Course,9,81,Afternoon
363,15/06/2023,West Course,18,93,Morning
363,05/11/2023,West Course,9,96,Morning
363,01/06/2023,East Course,9,93,Afternoon
363,08/10/2024,West Course,9,99,Morning
363,28/05/2023,West Course,9,86,Morning
363,09/03/2023,East Course,9,91,Afternoon
363,28/11/2023,West Course,9,88,Afternoon
363,23/06/2023,East Course,18,81,Afternoon
363,29/07/2024,East Course,18,92,Afternoon
363,13/04/2024,East Course,9,96,Morning
363,20/09/2024,West Course,18,80,Afternoon
363,15/08/2023,East Course,9,90,Morning
363,22/08/2023,West Course,9,76,Morning
363,30/08/2024,West Course,9,93,Afternoon
363,16/02/2024,West Course,9,79,Morning
363,29/08/2023,East Course,18,105,Afternoon
363,12/05/2023,West Course,18,91,Morning
363,15/07/2024,West Course,9,99,Afternoon
363,31/05/2023,West Course,9,86,Morning
363,17/01/2023,East Course,9,98,Morning
363,29/11/2024,East Course,9,81,Morning
363,09/12/2023,West Course,18,98,Morning
363,09/08/2024,East Course,9,91,Afternoon
363,09/11/2023,West Course,9,101,Afternoon
363,29/12/2023,West Course,9,94,Afternoon
363,16/10/2023,West Course,9,102,Afternoon
363,26/11/2023,West Course,9,85,Morning
363,05/06/2023,East Course,18,81,Morning
364,03/02/2024,West Course,9,89,Afternoon
364,25/08/2023,East Course,9,101,Morning
364,02/08/2024,West Course,18,92,Morning
364,25/11/2023,East Course,9,95,Afternoon
364,20/09/2024,East Course,18,70,Afternoon
364,31/01/2024,East Course,9,81,Afternoon
364,27/11/2023,East Course,18,103,Morning
364,17/12/2023,West Course,9,72,Afternoon
364,13/02/2024,West Course,18,90,Afternoon
364,16/06/2024,East Course,9,78,Morning
364,03/04/2023,East Course,9,103,Afternoon
364,08/11/2024,West Course,18,86,Morning
364,27/10/2024,East Course,18,75,Morning
364,13/10/2023,East Course,18,91,Morning
364,18/09/2024,East Course,18,99,Afternoon
364,17/08/2023,West Course,9,72,Afternoon
364,06/05/2024,West Course,18,91,Afternoon
364,01/07/2024,East Course,9,92,Afternoon
364,05/05/2024,West Course,18,83,Afternoon
364,08/02/2023,East Course,9,77,Morning
364,30/03/2023,East Course,9,71,Morning
364,19/11/2024,West Course,18,78,Morning
364,24/03/2024,East Course,9,74,Afternoon
364,10/04/2024,East Course,18,81,Afternoon
364,29/01/2023,West Course,18,71,Morning
364,15/08/2024,West Course,9,96,Afternoon
364,04/09/2023,East Course,18,74,Morning
364,28/01/2024,East Course,18,98,Morning
364,29/01/2024,West Course,9,72,Afternoon
364,12/03/2024,West Course,18,72,Morning
364,22/12/2023,East Course,9,85,Morning
364,07/02/2023,East Course,18,83,Afternoon
364,08/01/2024,East Course,18,89,Morning
365,28/09/2023,East Course,9,72,Morning
365,16/10/2024,West Course,9,104,Morning
365,19/10/2024,East Course,9,82,Morning
365,31/05/2023,East Course,9,82,Morning
365,06/04/2024,East Course,18,79,Morning
365,22/12/2023,West Course,9,84,Afternoon
365,20/01/2023,West Course,9,81,Morning
365,09/08/2024,West Course,9,100,Afternoon
365,17/03/2024,East Course,18,98,Afternoon
365,14/03/2023,East Course,18,70,Afternoon
365,24/03/2023,East Course,18,102,Morning
365,03/04/2023,East Course,18,98,Morning
365,22/02/2023,West Course,9,105,Afternoon
365,10/03/2024,East Course,9,80,Morning
365,28/05/2024,West Course,18,79,Afternoon
365,16/12/2023,East Course,18,83,Morning
365,22/08/2023,West Course,9,83,Morning
365,03/01/2023,West Course,9,78,Morning
365,13/09/2024,West Course,9,93,Afternoon
365,18/05/2023,East Course,18,104,Afternoon
365,24/10/2024,East Course,18,92,Afternoon
365,03/04/2024,West Course,9,74,Morning
365,17/01/2023,West Course,18,85,Afternoon
365,14/03/2024,West Course,18,79,Afternoon
365,03/06/2023,West Course,9,93,Afternoon
365,09/04/2023,East Course,18,92,Morning
365,04/12/2023,West Course,18,83,Afternoon
365,11/08/2024,East Course,18,103,Afternoon
365,29/07/2023,West Course,18,83,Afternoon
365,22/11/2024,East Course,18,105,Morning
365,12/04/2024,East Course,9,93,Afternoon
365,20/04/2024,West Course,18,94,Morning
365,21/08/2024,East Course,9,94,Afternoon
365,16/11/2024,West Course,9,89,Morning
365,28/03/2023,East Course,9,98,Afternoon
365,09/10/2023,East Course,9,100,Morning
365,12/08/2023,East Course,18,100,Morning
365,23/01/2024,West Course,9,83,Afternoon
366,31/01/2023,West Course,18,78,Afternoon
366,05/02/2023,West Course,9,74,Morning
366,18/08/2023,West Course,9,74,Morning
366,22/08/2023,East Course,18,71,Afternoon
366,28/10/2024,East Course,9,101,Morning
366,15/07/2023,West Course,9,85,Afternoon
366,20/02/2023,West Course,9,87,Afternoon
366,21/02/2024,East Course,18,76,Morning
366,17/11/2023,East Course,18,82,Afternoon
366,21/10/2023,East Course,9,85,Afternoon
366,29/06/2023,West Course,18,101,Morning
366,10/10/2024,East Course,18,87,Afternoon
366,31/10/2024,East Course,9,75,Morning
366,27/04/2024,West Course,9,81,Morning
366,09/02/2024,East Course,9,98,Afternoon
366,30/09/2024,West Course,18,91,Afternoon
366,05/04/2023,West Course,9,91,Afternoon
366,28/03/2023,East Course,9,91,Morning
366,02/01/2024,West Course,18,100,Afternoon
366,03/06/2023,East Course,9,99,Afternoon
366,18/06/2024,West Course,18,105,Morning
366,21/05/2024,West Course,9,103,Morning
366,10/03/2023,West Course,9,95,Morning
366,26/05/2024,West Course,9,91,Afternoon
366,20/11/2024,West Course,9,99,Morning
366,28/04/2024,East Course,9,78,Afternoon
366,02/07/2023,East Course,18,104,Morning
366,09/05/2023,West Course,18,95,Morning
366,17/11/2024,East Course,18,76,Afternoon
366,08/10/2024,West Course,9,79,Afternoon
366,10/05/2023,East Course,18,105,Morning
366,11/08/2023,East Course,9,98,Morning
366,03/11/2024,East Course,18,83,Afternoon
366,04/03/2023,East Course,9,76,Afternoon
366,13/05/2024,East Course,18,92,Afternoon
366,21/09/2024,East Course,18,79,Afternoon
366,28/05/2024,East Course,18,94,Afternoon
366,29/04/2023,East Course,9,73,Afternoon
366,17/09/2024,East Course,18,104,Afternoon
366,14/01/2023,East Course,18,72,Afternoon
366,29/05/2023,West Course,18,80,Afternoon
366,17/11/2024,East Course,9,92,Morning
366,17/08/2023,East Course,18,92,Morning
366,22/03/2024,West Course,18,98,Afternoon
366,06/01/2024,West Course,9,105,Morning
366,11/06/2023,West Course,9,89,Morning
366,01/09/2024,West Course,9,78,Afternoon
367,19/04/2024,East Course,9,105,Afternoon
367,28/12/2023,East Course,18,88,Morning
367,27/05/2024,West Course,18,85,Afternoon
367,13/02/2024,West Course,9,104,Afternoon
367,03/05/2024,West Course,9,78,Morning
367,05/06/2024,West Course,9,82,Afternoon
367,30/08/2024,East Course,9,71,Morning
367,04/03/2024,East Course,9,103,Morning
367,03/07/2024,West Course,18,102,Afternoon
367,11/06/2023,West Course,18,97,Afternoon
367,03/01/2024,West Course,9,97,Morning
367,15/08/2023,West Course,18,72,Afternoon
367,27/04/2024,East Course,18,105,Afternoon
367,31/05/2023,East Course,18,78,Afternoon
367,01/03/2023,East Course,9,89,Afternoon
367,17/09/2023,West Course,18,92,Morning
367,14/10/2023,East Course,18,85,Morning
367,25/02/2023,West Course,18,105,Morning
367,30/05/2024,East Course,18,96,Morning
367,09/01/2023,East Course,18,74,Morning
367,08/05/2023,West Course,9,96,Afternoon
367,04/09/2023,East Course,18,76,Morning
367,22/06/2024,West Course,9,101,Morning
367,10/02/2023,East Course,18,100,Morning
367,23/06/2023,West Course,9,70,Morning
367,28/11/2024,East Course,9,103,Morning
367,22/10/2024,West Course,9,94,Afternoon
367,12/01/2024,East Course,9,74,Afternoon
367,01/08/2023,West Course,18,73,Morning
367,01/01/2023,West Course,9,76,Morning
367,13/03/2024,East Course,18,85,Morning
367,04/06/2024,West Course,18,70,Morning
367,09/08/2024,East Course,9,74,Morning
367,08/05/2023,East Course,9,88,Morning
367,16/10/2024,East Course,9,70,Morning
368,17/08/2024,West Course,9,95,Morning
368,17/05/2024,East Course,18,94,Afternoon
368,30/03/2023,West Course,9,101,Morning
368,17/10/2023,East Course,18,103,Morning
368,28/03/2023,West Course,18,96,Morning
368,28/05/2024,East Course,18,70,Afternoon
368,09/03/2024,West Course,18,93,Afternoon
368,01/07/2024,West Course,18,94,Morning
368,12/01/2023,West Course,9,90,Afternoon
368,10/09/2024,East Course,18,71,Morning
368,07/12/2023,West Course,9,95,Morning
368,20/01/2023,West Course,9,103,Afternoon
368,16/01/2024,West Course,18,79,Afternoon
368,22/04/2024,East Course,9,73,Afternoon
368,11/10/2024,East Course,18,95,Afternoon
368,28/08/2024,East Course,9,97,Morning
368,14/05/2023,East Course,9,71,Afternoon
368,29/07/2023,West Course,18,84,Afternoon
368,05/05/2023,West Course,9,96,Morning
368,21/06/2024,West Course,18,87,Morning
368,23/08/2024,East Course,18,86,Afternoon
368,05/02/2023,East Course,18,92,Afternoon
368,25/07/2023,West Course,9,91,Morning
368,09/09/2024,East Course,18,95,Afternoon
368,07/10/2023,West Course,9,80,Afternoon
368,04/11/2024,West Course,18,101,Afternoon
368,15/07/2023,East Course,18,103,Morning
368,19/09/2024,East Course,9,83,Morning
368,31/10/2024,West Course,9,92,Afternoon
368,12/01/2023,East Course,18,104,Afternoon
368,26/11/2024,East Course,18,104,Morning
368,29/02/2024,West Course,9,79,Morning
368,12/02/2024,East Course,18,95,Morning
368,29/03/2024,West Course,18,104,Afternoon
368,05/10/2024,West Course,18,90,Morning
368,27/08/2024,West Course,9,97,Morning
368,13/01/2024,West Course,9,74,Morning
368,25/10/2023,East Course,9,104,Morning
368,21/05/2024,West Course,9,83,Afternoon
368,15/10/2023,West Course,18,76,Morning
368,23/06/2023,East Course,9,99,Morning
368,17/06/2023,West Course,18,76,Morning
369,22/08/2023,East Course,9,71,Morning
369,07/06/2023,East Course,9,85,Afternoon
369,18/05/2024,East Course,9,99,Afternoon
369,01/10/2023,East Course,9,104,Afternoon
369,16/08/2023,East Course,9,90,Afternoon
369,16/07/2023,East Course,18,100,Morning
369,16/07/2023,East Course,9,86,Morning
369,28/12/2023,West Course,18,88,Morning
369,27/03/2024,West Course,18,96,Afternoon
369,17/05/2024,West Course,9,73,Afternoon
369,22/07/2024,East Course,18,92,Afternoon
369,04/07/2023,West Course,9,76,Afternoon
369,06/11/2023,West Course,9,84,Afternoon
369,06/11/2023,West Course,9,82,Afternoon
369,04/10/2024,West Course,18,102,Afternoon
369,18/01/2023,West Course,9,91,Afternoon
369,06/06/2024,East Course,9,79,Morning
369,05/09/2023,East Course,18,100,Morning
369,07/08/2023,East Course,18,74,Afternoon
369,03/05/2023,West Course,9,104,Morning
369,25/10/2023,West Course,18,101,Afternoon
369,26/05/2024,West Course,18,85,Morning
369,05/09/2023,East Course,9,104,Afternoon
369,02/01/2024,East Course,18,95,Afternoon
369,25/06/2023,West Course,18,72,Afternoon
369,14/02/2023,West Course,18,79,Morning
369,24/05/2024,East Course,9,85,Morning
369,17/02/2024,East Course,18,83,Afternoon
369,07/12/2023,East Course,18,73,Morning
369,16/08/2024,West Course,18,71,Morning
369,07/07/2024,West Course,18,98,Morning
369,04/03/2023,East Course,9,105,Afternoon
369,05/07/2024,West Course,9,95,Morning
369,19/01/2024,West Course,18,73,Afternoon
369,04/10/2023,East Course,18,76,Afternoon
369,27/09/2024,West Course,18,80,Morning
369,26/05/2024,East Course,18,94,Afternoon
369,06/08/2023,East Course,9,93,Afternoon
369,11/04/2023,West Course,18,98,Morning
369,25/07/2023,East Course,9,88,Morning
369,20/09/2024,East Course,9,87,Afternoon
369,24/09/2023,East Course,18,76,Morning
370,18/06/2023,East Course,18,76,Afternoon
370,23/04/2024,East Course,9,74,Afternoon
370,07/12/2023,West Course,9,88,Afternoon
370,17/08/2024,West Course,18,95,Afternoon
370,09/01/2024,West Course,9,100,Afternoon
370,10/03/2024,West Course,9,92,Afternoon
370,30/09/2023,East Course,18,92,Afternoon
370,12/10/2023,East Course,9,91,Afternoon
370,20/07/2024,West Course,9,102,Morning
370,02/07/2024,West Course,18,93,Morning
370,27/09/2024,East Course,18,71,Afternoon
370,04/12/2023,West Course,9,103,Afternoon
370,02/01/2024,East Course,18,82,Morning
370,01/10/2023,West Course,9,86,Afternoon
370,12/04/2023,East Course,9,79,Afternoon
370,23/03/2023,East Course,9,93,Morning
370,30/06/2023,West Course,18,81,Afternoon
370,06/10/2024,East Course,9,70,Afternoon
370,28/08/2023,East Course,18,97,Afternoon
370,06/06/2023,West Course,18,93,Afternoon
370,03/06/2023,West Course,18,84,Afternoon
370,30/11/2023,East Course,18,90,Morning
370,08/06/2024,East Course,9,75,Afternoon
370,08/08/2024,East Course,9,102,Morning
370,28/07/2024,West Course,9,98,Morning
370,12/09/2024,East Course,18,73,Morning
370,22/11/2023,West Course,18,99,Morning
370,24/12/2023,West Course,18,90,Afternoon
370,26/03/2024,West Course,18,85,Afternoon
370,21/09/2023,West Course,9,92,Afternoon
370,07/01/2024,West Course,9,78,Afternoon
370,29/07/2023,West Course,18,101,Morning
370,16/04/2024,East Course,9,85,Afternoon
370,02/07/2023,East Course,18,90,Morning
370,11/07/2023,West Course,9,98,Afternoon
370,26/01/2023,East Course,9,71,Morning
370,14/10/2023,West Course,18,88,Morning
370,15/03/2024,East Course,9,95,Afternoon
370,06/06/2024,East Course,9,95,Morning
370,26/01/2023,West Course,9,84,Afternoon
370,10/04/2023,West Course,18,97,Afternoon
371,26/04/2023,West Course,9,97,Morning
371,20/07/2023,East Course,9,97,Morning
371,12/01/2024,West Course,18,74,Morning
371,13/11/2024,West Course,9,83,Morning
371,30/06/2023,West Course,18,84,Afternoon
371,13/09/2023,East Course,18,84,Afternoon
371,04/01/2024,East Course,9,87,Afternoon
371,18/02/2023,East Course,9,98,Afternoon
371,12/06/2023,West Course,18,92,Morning
371,04/09/2023,East Course,18,104,Afternoon
371,06/03/2023,East Course,18,75,Morning
371,04/09/2024,West Course,9,78,Morning
371,09/04/2023,East Course,18,95,Morning
371,02/11/2023,East Course,9,86,Morning
371,24/10/2023,East Course,18,100,Morning
371,09/04/2024,East Course,9,102,Morning
371,07/12/2023,East Course,18,91,Afternoon
371,08/04/2023,West Course,18,93,Afternoon
371,11/08/2024,West Course,18,82,Afternoon
371,25/04/2024,West Course,18,82,Afternoon
371,01/08/2023,East Course,9,81,Morning
371,18/08/2024,East Course,18,93,Afternoon
371,09/02/2024,East Course,18,104,Morning
371,22/10/2023,East Course,18,90,Afternoon
371,14/05/2024,East Course,9,102,Morning
371,27/09/2023,East Course,18,75,Morning
371,18/06/2023,East Course,9,96,Morning
371,09/04/2023,West Course,9,85,Morning
371,29/08/2023,East Course,18,100,Morning
371,06/11/2024,West Course,18,92,Morning
371,25/03/2023,West Course,9,78,Morning
371,07/02/2024,East Course,18,78,Afternoon
371,27/06/2024,West Course,9,102,Morning
371,22/08/2023,East Course,18,73,Afternoon
371,27/08/2024,East Course,9,92,Morning
371,24/01/2023,West Course,18,91,Afternoon
371,19/10/2024,East Course,18,73,Afternoon
371,14/11/2023,West Course,18,100,Morning
371,02/06/2023,West Course,9,73,Morning
371,26/04/2023,West Course,9,93,Afternoon
371,10/01/2023,West Course,9,83,Morning
371,10/05/2023,East Course,9,79,Morning
371,21/01/2023,East Course,18,72,Morning
371,16/09/2024,West Course,18,101,Morning
371,30/10/2023,East Course,18,101,Morning
372,24/07/2024,West Course,18,82,Afternoon
372,17/10/2024,East Course,18,99,Morning
372,29/04/2024,West Course,18,96,Morning
372,18/09/2024,West Course,18,72,Morning
372,15/02/2023,East Course,18,76,Morning
372,14/08/2024,East Course,18,88,Afternoon
372,27/05/2024,East Course,9,88,Morning
372,27/10/2023,East Course,18,90,Morning
372,06/03/2023,East Course,18,76,Afternoon
372,06/10/2023,East Course,18,90,Morning
372,25/06/2024,West Course,9,100,Afternoon
372,04/03/2023,East Course,9,92,Morning
372,12/02/2023,East Course,9,99,Morning
372,20/07/2023,East Course,18,77,Afternoon
372,31/03/2023,West Course,18,75,Morning
372,25/12/2023,West Course,18,100,Afternoon
372,19/08/2023,East Course,18,101,Afternoon
372,28/07/2023,East Course,9,104,Afternoon
372,05/09/2024,East Course,18,74,Afternoon
372,12/07/2023,East Course,18,97,Afternoon
372,28/11/2024,East Course,9,84,Afternoon
372,25/09/2023,East Course,9,93,Afternoon
372,29/09/2024,East Course,9,105,Morning
372,30/11/2023,West Course,9,88,Afternoon
372,12/09/2023,East Course,9,105,Afternoon
372,23/07/2023,West Course,18,84,Morning
372,01/07/2024,East Course,18,90,Morning
372,30/01/2023,East Course,9,83,Morning
372,24/07/2024,East Course,18,82,Morning
372,08/01/2023,West Course,18,82,Morning
372,22/01/2023,West Course,18,75,Afternoon
372,09/10/2024,East Course,9,92,Morning
372,19/03/2023,East Course,9,77,Afternoon
372,21/01/2023,West Course,9,94,Afternoon
372,20/01/2024,East Course,9,102,Morning
372,07/10/2023,East Course,9,81,Afternoon
372,13/03/2024,East Course,18,72,Morning
372,10/09/2024,East Course,18,84,Afternoon
372,18/08/2024,East Course,9,80,Morning
372,09/10/2023,East Course,9,98,Morning
372,24/10/2024,East Course,18,74,Morning
372,19/10/2023,West Course,9,74,Afternoon
372,03/05/2024,East Course,18,102,Morning
372,28/01/2024,East Course,18,103,Morning
372,30/09/2023,East Course,9,76,Afternoon
372,10/04/2024,West Course,9,104,Morning
372,09/01/2023,East Course,9,96,Morning
372,02/05/2023,East Course,18,84,Afternoon
373,30/10/2023,West Course,18,70,Afternoon
373,21/03/2023,East Course,9,80,Afternoon
373,21/06/2024,East Course,9,93,Morning
373,02/08/2023,West Course,18,104,Morning
373,15/03/2024,West Course,9,104,Afternoon
373,07/10/2023,West Course,18,88,Afternoon
373,09/05/2024,East Course,9,98,Morning
373,23/10/2023,East Course,9,85,Afternoon
373,29/04/2024,West Course,9,92,Morning
373,03/10/2024,East Course,9,99,Afternoon
373,01/06/2023,West Course,18,89,Morning
373,29/01/2023,East Course,9,96,Morning
373,12/09/2024,East Course,18,91,Morning
373,15/09/2024,East Course,9,75,Morning
373,05/06/2023,East Course,18,82,Afternoon
373,01/09/2024,East Course,9,98,Morning
373,21/02/2024,East Course,18,86,Afternoon
373,03/02/2023,West Course,9,82,Morning
373,10/08/2024,East Course,18,94,Afternoon
373,10/04/2023,West Course,9,77,Afternoon
373,26/03/2024,East Course,9,79,Morning
373,12/08/2023,West Course,9,104,Afternoon
373,14/05/2024,East Course,18,78,Afternoon
373,28/11/2023,West Course,18,94,Afternoon
373,03/06/2024,East Course,18,86,Morning
373,21/12/2023,East Course,9,86,Afternoon
373,09/09/2024,West Course,9,100,Morning
373,19/10/2024,West Course,18,71,Afternoon
373,12/04/2024,East Course,18,75,Morning
373,13/02/2024,East Course,18,97,Afternoon
373,28/06/2023,West Course,9,96,Morning
373,21/04/2023,West Course,18,97,Afternoon
373,17/04/2023,East Course,9,93,Afternoon
373,14/03/2023,West Course,9,101,Morning
373,22/11/2024,West Course,9,96,Morning
373,18/11/2023,West Course,18,94,Afternoon
373,31/03/2024,West Course,18,97,Afternoon
373,22/11/2023,East Course,9,73,Morning
373,10/09/2024,East Course,18,97,Afternoon
373,18/04/2023,East Course,18,78,Afternoon
373,15/06/2024,East Course,9,84,Afternoon
373,11/06/2024,West Course,9,87,Afternoon
373,15/09/2023,East Course,9,88,Afternoon
373,29/05/2023,West Course,18,73,Morning
373,03/10/2023,East Course,18,77,Afternoon
373,29/05/2023,East Course,9,104,Morning
373,23/01/2024,West Course,9,72,Morning
373,07/11/2024,East Course,18,85,Afternoon
373,11/05/2023,West Course,18,78,Morning
374,16/06/2024,East Course,18,95,Afternoon
374,04/11/2024,West Course,18,74,Afternoon
374,31/01/2024,West Course,18,103,Morning
374,10/06/2024,West Course,9,80,Afternoon
374,22/04/2024,West Course,18,104,Morning
374,23/02/2024,East Course,9,89,Morning
374,27/04/2023,East Course,9,94,Morning
374,05/01/2023,East Course,9,78,Afternoon
374,01/03/2024,East Course,18,98,Afternoon
374,05/02/2023,East Course,18,91,Morning
374,02/09/2023,West Course,18,75,Morning
374,27/10/2023,West Course,9,70,Afternoon
374,11/08/2023,East Course,9,92,Afternoon
374,28/08/2024,East Course,18,95,Morning
374,26/01/2023,East Course,9,70,Afternoon
374,09/07/2023,West Course,9,92,Morning
374,30/07/2024,West Course,18,71,Afternoon
374,01/07/2023,West Course,18,72,Morning
374,18/11/2024,West Course,18,90,Afternoon
374,25/03/2024,West Course,18,86,Afternoon
374,04/09/2024,West Course,18,74,Morning
374,11/10/2023,West Course,9,96,Morning
374,25/05/2024,East Course,9,90,Afternoon
374,27/03/2024,West Course,9,87,Afternoon
374,05/08/2024,East Course,18,83,Morning
374,11/08/2023,East Course,18,105,Afternoon
374,01/11/2023,East Course,9,75,Afternoon
374,27/05/2023,West Course,18,88,Morning
374,12/05/2023,East Course,18,79,Afternoon
374,27/09/2023,West Course,9,70,Morning
374,12/07/2023,West Course,9,86,Afternoon
374,03/02/2023,East Course,9,77,Morning
374,22/11/2024,East Course,9,104,Morning
374,09/05/2024,West Course,9,101,Morning
374,21/03/2024,East Course,18,81,Afternoon
374,10/02/2023,West Course,18,79,Morning
374,05/05/2023,East Course,9,105,Morning
374,28/03/2023,West Course,18,88,Afternoon
374,06/10/2024,West Course,9,84,Afternoon
375,30/09/2023,East Course,9,103,Afternoon
375,24/03/2024,East Course,9,93,Afternoon
375,25/07/2023,West Course,18,103,Afternoon
375,17/07/2024,West Course,9,95,Morning
375,10/07/2024,East Course,9,79,Afternoon
375,15/07/2024,East Course,9,100,Afternoon
375,04/01/2023,West Course,9,77,Morning
375,06/02/2023,West Course,18,104,Morning
375,02/07/2024,West Course,9,77,Afternoon
375,22/11/2023,West Course,9,78,Morning
375,24/08/2023,East Course,9,95,Morning
375,22/11/2023,East Course,9,103,Afternoon
375,27/06/2024,East Course,18,76,Morning
375,26/07/2024,West Course,9,93,Morning
375,18/10/2024,East Course,9,77,Morning
375,24/06/2023,East Course,18,76,Afternoon
375,09/03/2024,West Course,9,77,Afternoon
375,15/07/2023,East Course,18,92,Morning
375,01/10/2023,West Course,18,74,Morning
375,17/02/2023,West Course,18,80,Morning
375,03/10/2023,West Course,9,76,Afternoon
375,29/06/2023,West Course,18,82,Afternoon
375,07/10/2023,East Course,18,74,Afternoon
375,05/01/2024,West Course,18,97,Afternoon
375,23/10/2024,West Course,9,84,Afternoon
375,28/11/2023,West Course,9,74,Afternoon
375,04/06/2024,East Course,18,72,Morning
375,25/06/2024,East Course,9,88,Morning
375,13/03/2024,East Course,18,70,Afternoon
375,26/03/2024,West Course,18,83,Afternoon
375,05/08/2024,East Course,18,102,Morning
375,15/10/2024,West Course,18,79,Afternoon
375,30/05/2024,West Course,9,71,Morning
375,05/09/2024,West Course,9,77,Afternoon
375,26/06/2023,West Course,18,93,Afternoon
376,10/01/2024,East Course,18,77,Morning
376,23/11/2023,East Course,9,93,Morning
376,09/02/2024,East Course,18,92,Morning
376,19/11/2024,East Course,9,76,Morning
376,30/10/2023,West Course,9,94,Afternoon
376,02/06/2023,East Course,9,86,Morning
376,05/06/2024,East Course,18,71,Afternoon
376,28/03/2023,East Course,18,85,Morning
376,27/07/2024,East Course,9,105,Morning
376,26/07/2023,West Course,9,98,Morning
376,16/10/2024,East Course,18,70,Morning
376,10/11/2023,West Course,18,73,Morning
376,06/02/2023,West Course,9,81,Morning
376,14/07/2023,West Course,18,72,Morning
376,20/06/2024,East Course,9,80,Morning
376,15/05/2024,East Course,9,85,Afternoon
376,03/01/2024,East Course,9,91,Afternoon
376,27/01/2024,West Course,18,90,Morning
376,19/05/2023,East Course,9,86,Afternoon
376,16/07/2023,West Course,18,77,Morning
376,29/10/2024,West Course,18,78,Morning
376,15/07/2024,East Course,9,77,Afternoon
376,22/01/2024,East Course,18,84,Morning
376,23/05/2023,East Course,18,70,Afternoon
376,27/06/2024,East Course,18,89,Morning
376,23/07/2023,West Course,18,89,Morning
376,01/02/2024,West Course,9,77,Afternoon
376,19/08/2024,West Course,9,95,Afternoon
376,21/03/2024,West Course,9,77,Morning
376,18/06/2024,West Course,18,102,Afternoon
376,05/10/2024,West Course,18,78,Afternoon
376,04/06/2024,West Course,9,84,Afternoon
376,08/07/2023,East Course,18,105,Morning
376,04/11/2024,West Course,9,84,Afternoon
376,01/01/2023,East Course,18,100,Morning
376,07/04/2024,East Course,18,78,Afternoon
376,16/02/2024,West Course,9,78,Morning
376,01/07/2023,East Course,18,105,Morning
376,17/02/2023,East Course,9,74,Morning
376,31/05/2024,West Course,18,103,Afternoon
376,03/11/2024,West Course,18,79,Afternoon
376,31/08/2024,East Course,18,79,Afternoon
377,12/10/2023,West Course,18,90,Morning
377,15/01/2024,East Course,18,90,Morning
377,16/06/2024,East Course,9,71,Afternoon
377,24/09/2023,West Course,9,87,Morning
377,23/12/2023,East Course,18,79,Afternoon
377,26/06/2024,West Course,18,83,Afternoon
377,10/02/2023,East Course,18,82,Afternoon
377,26/02/2023,West Course,18,103,Morning
377,20/03/2023,East Course,18,83,Afternoon
377,29/08/2023,West Course,9,84,Morning
377,07/06/2024,East Course,18,85,Afternoon
377,22/04/2023,West Course,18,78,Afternoon
377,20/09/2024,West Course,9,83,Afternoon
377,04/09/2023,West Course,9,94,Morning
377,25/08/2023,West Course,18,74,Afternoon
377,01/10/2024,East Course,9,93,Afternoon
377,25/07/2024,East Course,9,97,Morning
377,21/01/2024,West Course,9,97,Afternoon
377,20/06/2023,East Course,9,83,Afternoon
377,31/10/2023,West Course,18,82,Morning
377,13/10/2024,West Course,9,88,Afternoon
377,22/05/2023,West Course,9,100,Afternoon
377,26/01/2023,East Course,9,94,Morning
377,28/02/2024,West Course,9,82,Afternoon
377,22/08/2024,West Course,9,84,Afternoon
377,24/05/2023,East Course,9,94,Morning
377,04/04/2024,East Course,9,87,Afternoon
377,12/04/2023,West Course,9,84,Afternoon
377,11/09/2023,West Course,9,90,Morning
377,18/08/2023,East Course,18,100,Afternoon
377,12/01/2023,West Course,18,93,Morning
377,17/11/2024,West Course,18,86,Afternoon
378,05/07/2024,East Course,18,79,Morning
378,19/06/2023,East Course,9,81,Afternoon
378,29/01/2024,West Course,9,90,Morning
378,16/04/2023,East Course,9,97,Afternoon
378,18/08/2024,East Course,9,78,Afternoon
378,02/05/2024,West Course,9,82,Afternoon
378,02/04/2023,East Course,18,94,Afternoon
378,14/04/2023,West Course,9,89,Morning
378,20/06/2023,West Course,18,98,Morning
378,28/10/2024,East Course,9,84,Afternoon
378,07/03/2023,East Course,9,77,Afternoon
378,14/06/2023,West Course,18,93,Morning
378,10/06/2024,East Course,9,86,Morning
378,24/05/2023,West Course,9,80,Morning
378,21/07/2024,West Course,9,88,Morning
378,26/10/2023,West Course,9,103,Morning
378,05/06/2024,East Course,18,84,Morning
378,13/10/2024,East Course,9,87,Afternoon
378,18/02/2024,West Course,18,81,Afternoon
378,26/03/2023,West Course,18,71,Afternoon
378,24/02/2024,East Course,18,104,Afternoon
378,08/03/2023,West Course,18,96,Morning
378,25/11/2024,East Course,9,91,Morning
378,13/04/2024,West Course,18,99,Morning
378,27/06/2023,East Course,18,101,Morning
378,02/03/2023,West Course,18,100,Morning
378,21/05/2023,East Course,18,85,Morning
378,09/11/2024,East Course,18,73,Morning
378,06/02/2023,East Course,18,99,Morning
378,31/12/2023,East Course,18,79,Morning
378,04/04/2023,East Course,9,94,Morning
378,07/01/2024,West Course,9,72,Afternoon
378,22/09/2024,West Course,9,76,Morning
379,16/01/2024,West Course,18,100,Afternoon
379,17/09/2023,West Course,18,84,Morning
